Date,HB,HBName,DailyPositive,CumulativePositive,DailyPositivePCROnly,CumulativePositivePCROnly,DailyPositiveLFDOnly,CumulativePositiveLFDOnly,DailyPositivePCRAndLFD,CumulativePositivePCRAndLFD,DailyDeaths,DailyDeathsQF,CumulativeDeaths,CumulativeDeathsQF,CrudeRateDeaths,CrudeRateDeathsQF,PositiveTests,PositiveTestsLFDOnly,HospitalAdmissions,HospitalAdmissionsQF,ICUAdmissions,ICUAdmissionsQF,PositivePillar1,PositivePillar2,FirstInfections,FirstInfectionsCumulative,Reinfections,ReinfectionsCumulative,PercentReinfections,PercentReinfectionsCumulative,TotalTests,TotalPillar1,TotalPillar2,TotalLFD,HospitalOccupancy,ICUOccupancy28daysless,ICUOccupancy28daysmore
20200228,S92000003,Scotland,1,1,,,,,,,0,,0,,0,,2,,,:,,:,2,0,1,1,0,0,0,0,164,164,0,,,,
20200228,S08000030,NHS Tayside,1,1,,,,,,,0,,0,,0,,2,,,:,,:,2,0,1,1,0,0,0,0,8,8,0,,,,
20200229,S92000003,Scotland,0,1,,,,,,,0,,0,,0,,0,,,:,,:,,,0,1,0,0,,0,90,90,0,,,,
20200229,S08000030,NHS Tayside,0,1,,,,,,,0,,0,,0,,0,,,:,,:,,,0,1,0,0,,0,1,1,0,,,,
20200301,S92000003,Scotland,2,3,,,,,,,0,,0,,0,,2,,3,,,:,2,0,2,3,0,0,0,0,92,92,0,,,,
20200301,S08000030,NHS Tayside,0,1,,,,,,,0,,0,,0,,0,,,:,,:,,,0,1,0,0,,0,3,3,0,,,,
20200301,S08000020,NHS Grampian,1,1,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,1,0,0,0,0,7,7,0,,,,
20200301,S08000019,NHS Forth Valley,1,1,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,1,0,0,0,0,6,6,0,,,,
20200302,S92000003,Scotland,1,4,,,,,,,0,,0,,0,,4,,11,,,:,4,0,1,4,0,0,0,0,264,264,0,,,,
20200302,S08000030,NHS Tayside,0,1,,,,,,,0,,0,,0,,3,,,:,,:,3,0,0,1,0,0,,0,19,19,0,,,,
20200302,S08000020,NHS Grampian,0,1,,,,,,,0,,0,,0,,0,,,:,,:,,,0,1,0,0,,0,18,18,0,,,,
20200302,S08000019,NHS Forth Valley,0,1,,,,,,,0,,0,,0,,0,,,:,,:,,,0,1,0,0,,0,21,21,0,,,,
20200302,S08000015,NHS Ayrshire and Arran,1,1,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,1,0,0,0,0,10,10,0,,,,
20200303,S92000003,Scotland,3,7,,,,,,,0,,0,,0,,6,,14,,,:,6,0,3,7,0,0,0,0,288,288,0,,,,
20200303,S08000030,NHS Tayside,0,1,,,,,,,0,,0,,0,,2,,,:,,:,2,0,0,1,0,0,,0,37,37,0,,,,
20200303,S08000031,NHS Greater Glasgow and Clyde,1,1,,,,,,,0,,0,,0,,2,,,:,,:,2,0,1,1,0,0,0,0,72,72,0,,,,
20200303,S08000020,NHS Grampian,1,2,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,2,0,0,0,0,15,15,0,,,,
20200303,S08000019,NHS Forth Valley,1,2,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,2,0,0,0,0,25,25,0,,,,
20200303,S08000015,NHS Ayrshire and Arran,0,1,,,,,,,0,,0,,0,,0,,,:,,:,,,0,1,0,0,,0,19,19,0,,,,
20200304,S92000003,Scotland,6,13,,,,,,,0,,0,,0,,10,,9,,,:,10,0,6,13,0,0,0,0,255,255,0,,,,
20200304,S08000030,NHS Tayside,0,1,,,,,,,0,,0,,0,,0,,,:,,:,,,0,1,0,0,,0,22,22,0,,,,
20200304,S08000024,NHS Lothian,1,1,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,1,0,0,0,0,33,33,0,,,,
20200304,S08000031,NHS Greater Glasgow and Clyde,0,1,,,,,,,0,,0,,0,,0,,,:,,:,,,0,1,0,0,,0,92,92,0,,,,
20200304,S08000020,NHS Grampian,2,4,,,,,,,0,,0,,0,,2,,,:,,:,2,0,2,4,0,0,0,0,7,7,0,,,,
20200304,S08000019,NHS Forth Valley,1,3,,,,,,,0,,0,,0,,4,,,:,,:,4,0,1,3,0,0,0,0,33,33,0,,,,
20200304,S08000029,NHS Fife,2,2,,,,,,,0,,0,,0,,2,,,:,,:,2,0,2,2,0,0,0,0,3,3,0,,,,
20200304,S08000015,NHS Ayrshire and Arran,0,1,,,,,,,0,,0,,0,,1,,,:,,:,1,0,0,1,0,0,,0,15,15,0,,,,
20200305,S92000003,Scotland,2,15,,,,,,,0,,0,,0,,8,,18,,,:,8,0,2,15,0,0,0,0,266,266,0,,,,
20200305,S08000030,NHS Tayside,0,1,,,,,,,0,,0,,0,,2,,,:,,:,2,0,0,1,0,0,,0,30,30,0,,,,
20200305,S08000024,NHS Lothian,0,1,,,,,,,0,,0,,0,,1,,,:,,:,1,0,0,1,0,0,,0,32,32,0,,,,
20200305,S08000032,NHS Lanarkshire,1,1,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,1,0,0,0,0,32,32,0,,,,
20200305,S08000031,NHS Greater Glasgow and Clyde,1,2,,,,,,,0,,0,,0,,2,,,:,,:,2,0,1,2,0,0,0,0,91,91,0,,,,
20200305,S08000020,NHS Grampian,0,4,,,,,,,0,,0,,0,,2,,,:,,:,2,0,0,4,0,0,,0,15,15,0,,,,
20200305,S08000019,NHS Forth Valley,0,3,,,,,,,0,,0,,0,,0,,,:,,:,,,0,3,0,0,,0,18,18,0,,,,
20200305,S08000029,NHS Fife,0,2,,,,,,,0,,0,,0,,0,,,:,,:,,,0,2,0,0,,0,9,9,0,,,,
20200305,S08000015,NHS Ayrshire and Arran,0,1,,,,,,,0,,0,,0,,0,,,:,,:,,,0,1,0,0,,0,17,17,0,,,,
20200306,S92000003,Scotland,6,21,,,,,,,0,,0,,0,,12,,23,,,:,12,0,6,21,0,0,0,0,324,324,0,,,,
20200306,S08000030,NHS Tayside,0,1,,,,,,,0,,0,,0,,1,,,:,,:,1,0,0,1,0,0,,0,41,41,0,,,,
20200306,S08000026,NHS Shetland,2,2,,,,,,,0,,0,,0,,2,,,:,,:,2,0,2,2,0,0,0,0,2,2,0,,,,
20200306,S08000024,NHS Lothian,2,3,,,,,,,0,,0,,0,,3,,,:,,:,3,0,2,3,0,0,0,0,37,37,0,,,,
20200306,S08000032,NHS Lanarkshire,1,2,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,2,0,0,0,0,32,32,0,,,,
20200306,S08000031,NHS Greater Glasgow and Clyde,1,3,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,3,0,0,0,0,101,101,0,,,,
20200306,S08000020,NHS Grampian,0,4,,,,,,,0,,0,,0,,1,,,:,,:,1,0,0,4,0,0,,0,11,11,0,,,,
20200306,S08000019,NHS Forth Valley,0,3,,,,,,,0,,0,,0,,2,,,:,,:,2,0,0,3,0,0,,0,38,38,0,,,,
20200306,S08000029,NHS Fife,0,2,,,,,,,0,,0,,0,,1,,,:,,:,1,0,0,2,0,0,,0,13,13,0,,,,
20200306,S08000015,NHS Ayrshire and Arran,0,1,,,,,,,0,,0,,0,,0,,,:,,:,,,0,1,0,0,,0,13,13,0,,,,
20200307,S92000003,Scotland,6,27,,,,,,,0,,0,,0,,17,,9,,,:,17,0,6,27,0,0,0,0,218,218,0,,,,
20200307,S08000030,NHS Tayside,0,1,,,,,,,0,,0,,0,,0,,,:,,:,,,0,1,0,0,,0,9,9,0,,,,
20200307,S08000026,NHS Shetland,0,2,,,,,,,0,,0,,0,,0,,,:,,:,,,0,2,0,0,,0,2,2,0,,,,
20200307,S08000024,NHS Lothian,2,5,,,,,,,0,,0,,0,,4,,,:,,:,4,0,2,5,0,0,0,0,48,48,0,,,,
20200307,S08000032,NHS Lanarkshire,1,3,,,,,,,0,,0,,0,,3,,,:,,:,3,0,1,3,0,0,0,0,27,27,0,,,,
20200307,S08000031,NHS Greater Glasgow and Clyde,0,3,,,,,,,0,,0,,0,,3,,,:,,:,3,0,0,3,0,0,,0,45,45,0,,,,
20200307,S08000020,NHS Grampian,2,6,,,,,,,0,,0,,0,,3,,,:,,:,3,0,2,6,0,0,0,0,15,15,0,,,,
20200307,S08000019,NHS Forth Valley,0,3,,,,,,,0,,0,,0,,2,,,:,,:,2,0,0,3,0,0,,0,26,26,0,,,,
20200307,S08000029,NHS Fife,0,2,,,,,,,0,,0,,0,,1,,,:,,:,1,0,0,2,0,0,,0,16,16,0,,,,
20200307,S08000015,NHS Ayrshire and Arran,1,2,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,2,0,0,0,0,15,15,0,,,,
20200308,S92000003,Scotland,3,30,,,,,,,0,,0,,0,,17,,10,,,:,17,0,3,30,0,0,0,0,192,192,0,,,,
20200308,S08000030,NHS Tayside,0,1,,,,,,,0,,0,,0,,0,,,:,,:,,,0,1,0,0,,0,1,1,0,,,,
20200308,S08000026,NHS Shetland,0,2,,,,,,,0,,0,,0,,0,,,:,,:,,,0,2,0,0,,0,1,1,0,,,,
20200308,S08000024,NHS Lothian,2,7,,,,,,,0,,0,,0,,2,,,:,,:,2,0,2,7,0,0,0,0,31,31,0,,,,
20200308,S08000032,NHS Lanarkshire,0,3,,,,,,,0,,0,,0,,4,,,:,,:,4,0,0,3,0,0,,0,24,24,0,,,,
20200308,S08000031,NHS Greater Glasgow and Clyde,0,3,,,,,,,0,,0,,0,,3,,,:,,:,3,0,0,3,0,0,,0,56,56,0,,,,
20200308,S08000020,NHS Grampian,1,7,,,,,,,0,,0,,0,,4,,,:,,:,4,0,1,7,0,0,0,0,14,14,0,,,,
20200308,S08000019,NHS Forth Valley,0,3,,,,,,,0,,0,,0,,4,,,:,,:,4,0,0,3,0,0,,0,28,28,0,,,,
20200308,S08000029,NHS Fife,0,2,,,,,,,0,,0,,0,,0,,,:,,:,,,0,2,0,0,,0,7,7,0,,,,
20200308,S08000015,NHS Ayrshire and Arran,0,2,,,,,,,0,,0,,0,,0,,,:,,:,,,0,2,0,0,,0,10,10,0,,,,
20200309,S92000003,Scotland,16,46,,,,,,,0,,0,,0,,39,,19,,,:,39,0,16,46,0,0,0,0,453,453,0,,,,
20200309,S08000030,NHS Tayside,3,4,,,,,,,0,,0,,0,,6,,,:,,:,6,0,3,4,0,0,0,0,22,22,0,,,,
20200309,S08000026,NHS Shetland,4,6,,,,,,,0,,0,,0,,6,,,:,,:,6,0,4,6,0,0,0,0,16,16,0,,,,
20200309,S08000024,NHS Lothian,3,10,,,,,,,0,,0,,0,,8,,,:,,:,8,0,3,10,0,0,0,0,136,136,0,,,,
20200309,S08000032,NHS Lanarkshire,0,3,,,,,,,0,,0,,0,,3,,,:,,:,3,0,0,3,0,0,,0,41,41,0,,,,
20200309,S08000031,NHS Greater Glasgow and Clyde,3,6,,,,,,,0,,0,,0,,9,,,:,,:,9,0,3,6,0,0,0,0,119,119,0,,,,
20200309,S08000020,NHS Grampian,0,7,,,,,,,0,,0,,0,,1,,,:,,:,1,0,0,7,0,0,,0,18,18,0,,,,
20200309,S08000019,NHS Forth Valley,0,3,,,,,,,0,,0,,0,,3,,,:,,:,3,0,0,3,0,0,,0,24,24,0,,,,
20200309,S08000029,NHS Fife,1,3,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,3,0,0,0,0,7,7,0,,,,
20200309,S08000016,NHS Borders,1,1,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,1,0,0,0,0,15,15,0,,,,
20200309,S08000015,NHS Ayrshire and Arran,1,3,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,3,0,0,0,0,24,24,0,,,,
20200310,S92000003,Scotland,21,67,,,,,,,0,,0,,0,,47,,29,,,:,47,0,21,67,0,0,0,0,588,588,0,,,,
20200310,S08000030,NHS Tayside,0,4,,,,,,,0,,0,,0,,2,,,:,,:,2,0,0,4,0,0,,0,35,35,0,,,,
20200310,S08000026,NHS Shetland,5,11,,,,,,,0,,0,,0,,5,,,:,,:,5,0,5,11,0,0,0,0,9,9,0,,,,
20200310,S08000024,NHS Lothian,2,12,,,,,,,0,,0,,0,,6,,,:,,:,6,0,2,12,0,0,0,0,155,155,0,,,,
20200310,S08000032,NHS Lanarkshire,1,4,,,,,,,0,,0,,0,,5,,,:,,:,5,0,1,4,0,0,0,0,61,61,0,,,,
20200310,S08000022,NHS Highland,1,1,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,1,0,0,0,0,20,20,0,,,,
20200310,S08000031,NHS Greater Glasgow and Clyde,5,11,,,,,,,0,,0,,0,,8,,,:,,:,8,0,5,11,0,0,0,0,147,147,0,,,,
20200310,S08000020,NHS Grampian,1,8,,,,,,,0,,0,,0,,9,,,:,,:,9,0,1,8,0,0,0,0,32,32,0,,,,
20200310,S08000019,NHS Forth Valley,5,8,,,,,,,0,,0,,0,,10,,,:,,:,10,0,5,8,0,0,0,0,45,45,0,,,,
20200310,S08000029,NHS Fife,0,3,,,,,,,0,,0,,0,,0,,,:,,:,,,0,3,0,0,,0,25,25,0,,,,
20200310,S08000016,NHS Borders,0,1,,,,,,,0,,0,,0,,0,,,:,,:,,,0,1,0,0,,0,12,12,0,,,,
20200310,S08000015,NHS Ayrshire and Arran,1,4,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,4,0,0,0,0,25,25,0,,,,
20200311,S92000003,Scotland,25,92,,,,,,,0,,0,,0,,58,,27,,1,,58,0,25,92,0,0,0,0,741,741,0,,,,
20200311,S08000030,NHS Tayside,0,4,,,,,,,0,,0,,0,,2,,,:,,:,2,0,0,4,0,0,,0,45,45,0,,,,
20200311,S08000026,NHS Shetland,0,11,,,,,,,0,,0,,0,,1,,,:,,:,1,0,0,11,0,0,,0,10,10,0,,,,
20200311,S08000024,NHS Lothian,6,18,,,,,,,0,,0,,0,,18,,,:,,:,18,0,6,18,0,0,0,0,194,194,0,,,,
20200311,S08000032,NHS Lanarkshire,5,9,,,,,,,0,,0,,0,,7,,,:,,:,7,0,5,9,0,0,0,0,63,63,0,,,,
20200311,S08000022,NHS Highland,1,2,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,2,0,0,0,0,34,34,0,,,,
20200311,S08000031,NHS Greater Glasgow and Clyde,11,22,,,,,,,0,,0,,0,,22,,,:,,:,22,0,11,22,0,0,0,0,215,215,0,,,,
20200311,S08000020,NHS Grampian,0,8,,,,,,,0,,0,,0,,1,,,:,,:,1,0,0,8,0,0,,0,30,30,0,,,,
20200311,S08000019,NHS Forth Valley,0,8,,,,,,,0,,0,,0,,1,,,:,,:,1,0,0,8,0,0,,0,35,35,0,,,,
20200311,S08000029,NHS Fife,1,4,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,4,0,0,0,0,19,19,0,,,,
20200311,S08000016,NHS Borders,1,2,,,,,,,0,,0,,0,,4,,,:,,:,4,0,1,2,0,0,0,0,26,26,0,,,,
20200311,S08000015,NHS Ayrshire and Arran,0,4,,,,,,,0,,0,,0,,0,,,:,,:,,,0,4,0,0,,0,46,46,0,,,,
20200312,S92000003,Scotland,38,130,,,,,,,1,,1,,0.018294914,,80,,23,,0,,80,0,38,130,0,0,0,0,893,893,0,,,,
20200312,S08000030,NHS Tayside,9,13,,,,,,,0,,0,,0,,18,,,:,,:,18,0,9,13,0,0,0,0,76,76,0,,,,
20200312,S08000026,NHS Shetland,0,11,,,,,,,0,,0,,0,,0,,,:,,:,,,0,11,0,0,,0,5,5,0,,,,
20200312,S08000024,NHS Lothian,5,23,,,,,,,1,,1,,0.109590242,,11,,,:,,:,11,0,5,23,0,0,0,0,198,198,0,,,,
20200312,S08000032,NHS Lanarkshire,0,9,,,,,,,0,,0,,0,,0,,,:,,:,,,0,9,0,0,,0,78,78,0,,,,
20200312,S08000022,NHS Highland,0,2,,,,,,,0,,0,,0,,0,,,:,,:,,,0,2,0,0,,0,35,35,0,,,,
20200312,S08000031,NHS Greater Glasgow and Clyde,10,32,,,,,,,0,,0,,0,,24,,,:,,:,24,0,10,32,0,0,0,0,261,261,0,,,,
20200312,S08000020,NHS Grampian,5,13,,,,,,,0,,0,,0,,9,,,:,,:,9,0,5,13,0,0,0,0,45,45,0,,,,
20200312,S08000019,NHS Forth Valley,0,8,,,,,,,0,,0,,0,,7,,,:,,:,7,0,0,8,0,0,,0,78,78,0,,,,
20200312,S08000029,NHS Fife,4,8,,,,,,,0,,0,,0,,6,,,:,,:,6,0,4,8,0,0,0,0,23,23,0,,,,
20200312,S08000016,NHS Borders,2,4,,,,,,,0,,0,,0,,2,,,:,,:,2,0,2,4,0,0,0,0,21,21,0,,,,
20200312,S08000015,NHS Ayrshire and Arran,3,7,,,,,,,0,,0,,0,,3,,,:,,:,3,0,3,7,0,0,0,0,43,43,0,,,,
20200313,S92000003,Scotland,48,178,,,,,,,0,,1,,0.018294914,,80,,24,,0,,80,0,48,178,0,0,0,0,809,809,0,,,,
20200313,S08000030,NHS Tayside,2,15,,,,,,,0,,0,,0,,4,,,:,,:,4,0,2,15,0,0,0,0,62,62,0,,,,
20200313,S08000026,NHS Shetland,11,22,,,,,,,0,,0,,0,,11,,,:,,:,11,0,11,22,0,0,0,0,27,27,0,,,,
20200313,S08000024,NHS Lothian,3,26,,,,,,,0,,1,,0.109590242,,7,,,:,,:,7,0,3,26,0,0,0,0,148,148,0,,,,
20200313,S08000032,NHS Lanarkshire,8,17,,,,,,,0,,0,,0,,9,,,:,,:,9,0,8,17,0,0,0,0,91,91,0,,,,
20200313,S08000022,NHS Highland,4,6,,,,,,,0,,0,,0,,4,,,:,,:,4,0,4,6,0,0,0,0,21,21,0,,,,
20200313,S08000031,NHS Greater Glasgow and Clyde,11,43,,,,,,,0,,0,,0,,28,,,:,,:,28,0,11,43,0,0,0,0,252,252,0,,,,
20200313,S08000020,NHS Grampian,3,16,,,,,,,0,,0,,0,,6,,,:,,:,6,0,3,16,0,0,0,0,36,36,0,,,,
20200313,S08000019,NHS Forth Valley,3,11,,,,,,,0,,0,,0,,7,,,:,,:,7,0,3,11,0,0,0,0,48,48,0,,,,
20200313,S08000029,NHS Fife,1,9,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,9,0,0,0,0,30,30,0,,,,
20200313,S08000016,NHS Borders,1,5,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,5,0,0,0,0,20,20,0,,,,
20200313,S08000015,NHS Ayrshire and Arran,1,8,,,,,,,0,,0,,0,,2,,,:,,:,2,0,1,8,0,0,0,0,47,47,0,,,,
20200314,S92000003,Scotland,19,197,,,,,,,2,,3,,0.054884742,,20,,21,,1,,20,0,19,197,0,0,0,0,525,525,0,,,,
20200314,S08000030,NHS Tayside,1,16,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,16,0,0,0,0,26,26,0,,,,
20200314,S08000026,NHS Shetland,2,24,,,,,,,0,,0,,0,,2,,,:,,:,2,0,2,24,0,0,0,0,6,6,0,,,,
20200314,S08000024,NHS Lothian,3,29,,,,,,,0,,1,,0.109590242,,3,,,:,,:,3,0,3,29,0,0,0,0,71,71,0,,,,
20200314,S08000032,NHS Lanarkshire,4,21,,,,,,,0,,0,,0,,4,,,:,,:,4,0,4,21,0,0,0,0,58,58,0,,,,
20200314,S08000022,NHS Highland,0,6,,,,,,,0,,0,,0,,0,,,:,,:,,,0,6,0,0,,0,18,18,0,,,,
20200314,S08000031,NHS Greater Glasgow and Clyde,5,48,,,,,,,2,,2,,0.168742196,,6,,,:,,:,6,0,5,48,0,0,0,0,185,185,0,,,,
20200314,S08000020,NHS Grampian,0,16,,,,,,,0,,0,,0,,0,,,:,,:,,,0,16,0,0,,0,16,16,0,,,,
20200314,S08000019,NHS Forth Valley,4,15,,,,,,,0,,0,,0,,4,,,:,,:,4,0,4,15,0,0,0,0,56,56,0,,,,
20200314,S08000029,NHS Fife,0,9,,,,,,,0,,0,,0,,0,,,:,,:,,,0,9,0,0,,0,14,14,0,,,,
20200314,S08000016,NHS Borders,0,5,,,,,,,0,,0,,0,,0,,,:,,:,,,0,5,0,0,,0,11,11,0,,,,
20200314,S08000015,NHS Ayrshire and Arran,0,8,,,,,,,0,,0,,0,,0,,,:,,:,,,0,8,0,0,,0,28,28,0,,,,
20200315,S92000003,Scotland,12,209,,,,,,,0,,3,,0.054884742,,28,,17,,1,,28,0,12,209,0,0,0,0,428,428,0,,,,
20200315,S08000030,NHS Tayside,2,18,,,,,,,0,,0,,0,,3,,,:,,:,3,0,2,18,0,0,0,0,22,22,0,,,,
20200315,S08000026,NHS Shetland,0,24,,,,,,,0,,0,,0,,1,,,:,,:,1,0,0,24,0,0,,0,2,2,0,,,,
20200315,S08000024,NHS Lothian,2,31,,,,,,,0,,1,,0.109590242,,2,,,:,,:,2,0,2,31,0,0,0,0,78,78,0,,,,
20200315,S08000032,NHS Lanarkshire,0,21,,,,,,,0,,0,,0,,0,,,:,,:,,,0,21,0,0,,0,49,49,0,,,,
20200315,S08000022,NHS Highland,0,6,,,,,,,0,,0,,0,,0,,,:,,:,,,0,6,0,0,,0,11,11,0,,,,
20200315,S08000031,NHS Greater Glasgow and Clyde,1,49,,,,,,,0,,2,,0.168742196,,10,,,:,,:,10,0,1,49,0,0,0,0,133,133,0,,,,
20200315,S08000020,NHS Grampian,1,17,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,17,0,0,0,0,19,19,0,,,,
20200315,S08000019,NHS Forth Valley,2,17,,,,,,,0,,0,,0,,4,,,:,,:,4,0,2,17,0,0,0,0,35,35,0,,,,
20200315,S08000029,NHS Fife,2,11,,,,,,,0,,0,,0,,2,,,:,,:,2,0,2,11,0,0,0,0,14,14,0,,,,
20200315,S08000017,NHS Dumfries and Galloway,1,1,,,,,,,0,,0,,0,,2,,,:,,:,2,0,1,1,0,0,0,0,22,22,0,,,,
20200315,S08000016,NHS Borders,0,5,,,,,,,0,,0,,0,,0,,,:,,:,,,0,5,0,0,,0,14,14,0,,,,
20200315,S08000015,NHS Ayrshire and Arran,1,9,,,,,,,0,,0,,0,,3,,,:,,:,3,0,1,9,0,0,0,0,27,27,0,,,,
20200316,S92000003,Scotland,21,230,,,,,,,1,,4,,0.073179656,,35,,30,,3,,35,0,21,230,0,0,0,0,713,713,0,,,,
20200316,S08000030,NHS Tayside,2,20,,,,,,,0,,0,,0,,2,,,:,,:,2,0,2,20,0,0,0,0,49,49,0,,,,
20200316,S08000026,NHS Shetland,0,24,,,,,,,0,,0,,0,,0,,,:,,:,,,0,24,0,0,,0,13,13,0,,,,
20200316,S08000024,NHS Lothian,1,32,,,,,,,1,,2,,0.219180484,,2,,,:,,:,2,0,1,32,0,0,0,0,122,122,0,,,,
20200316,S08000032,NHS Lanarkshire,5,26,,,,,,,0,,0,,0,,5,,,:,,:,5,0,5,26,0,0,0,0,73,73,0,,,,
20200316,S08000022,NHS Highland,0,6,,,,,,,0,,0,,0,,0,,,:,,:,,,0,6,0,0,,0,23,23,0,,,,
20200316,S08000031,NHS Greater Glasgow and Clyde,8,57,,,,,,,0,,2,,0.168742196,,17,,,:,,:,17,0,8,57,0,0,0,0,216,216,0,,,,
20200316,S08000020,NHS Grampian,0,17,,,,,,,0,,0,,0,,0,,,:,,:,,,0,17,0,0,,0,28,28,0,,,,
20200316,S08000019,NHS Forth Valley,1,18,,,,,,,0,,0,,0,,3,,,:,,:,3,0,1,18,0,0,0,0,54,54,0,,,,
20200316,S08000029,NHS Fife,0,11,,,,,,,0,,0,,0,,0,,,:,,:,,,0,11,0,0,,0,33,33,0,,,,
20200316,S08000017,NHS Dumfries and Galloway,2,3,,,,,,,0,,0,,0,,4,,,:,,:,4,0,2,3,0,0,0,0,43,43,0,,,,
20200316,S08000016,NHS Borders,0,5,,,,,,,0,,0,,0,,0,,,:,,:,,,0,5,0,0,,0,6,6,0,,,,
20200316,S08000015,NHS Ayrshire and Arran,2,11,,,,,,,0,,0,,0,,2,,,:,,:,2,0,2,11,0,0,0,0,50,50,0,,,,
20200317,S92000003,Scotland,43,273,,,,,,,2,,6,,0.109769484,,62,,42,,1,,62,0,43,273,0,0,0,0,853,853,0,,0,0,0
20200317,S08000030,NHS Tayside,3,23,,,,,,,0,,0,,0,,3,,,:,,:,3,0,3,23,0,0,0,0,44,44,0,,,,
20200317,S08000026,NHS Shetland,0,24,,,,,,,0,,0,,0,,0,,,:,,:,,,0,24,0,0,,0,14,14,0,,,,
20200317,S08000024,NHS Lothian,5,37,,,,,,,0,,2,,0.219180484,,6,,,:,,:,6,0,5,37,0,0,0,0,138,138,0,,,,
20200317,S08000032,NHS Lanarkshire,7,33,,,,,,,1,,1,,0.15106653,,9,,,:,,:,9,0,7,33,0,0,0,0,94,94,0,,,,
20200317,S08000022,NHS Highland,1,7,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,7,0,0,0,0,24,24,0,,,,
20200317,S08000031,NHS Greater Glasgow and Clyde,13,70,,,,,,,0,,2,,0.168742196,,26,,,:,,:,26,0,13,70,0,0,0,0,233,233,0,,,,
20200317,S08000020,NHS Grampian,2,19,,,,,,,0,,0,,0,,2,,,:,,:,2,0,2,19,0,0,0,0,31,31,0,,,,
20200317,S08000019,NHS Forth Valley,3,21,,,,,,,0,,0,,0,,3,,,:,,:,3,0,3,21,0,0,0,0,64,64,0,,,,
20200317,S08000029,NHS Fife,1,12,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,12,0,0,0,0,29,29,0,,,,
20200317,S08000017,NHS Dumfries and Galloway,3,6,,,,,,,0,,0,,0,,6,,,:,,:,6,0,3,6,0,0,0,0,94,94,0,,,,
20200317,S08000016,NHS Borders,0,5,,,,,,,0,,0,,0,,0,,,:,,:,,,0,5,0,0,,0,19,19,0,,,,
20200317,S08000015,NHS Ayrshire and Arran,5,16,,,,,,,1,,1,,0.271746515,,5,,,:,,:,5,0,5,16,0,0,0,0,67,67,0,,,,
20200318,S92000003,Scotland,41,314,,,,,,,0,,6,,0.109769484,,56,,45,,3,,56,0,41,314,0,0,0,0,895,895,0,,0,0,0
20200318,S08000030,NHS Tayside,4,27,,,,,,,0,,0,,0,,4,,,:,,:,4,0,4,27,0,0,0,0,38,38,0,,,,
20200318,S08000026,NHS Shetland,0,24,,,,,,,0,,0,,0,,0,,,:,,:,,,0,24,0,0,,0,19,19,0,,,,
20200318,S08000024,NHS Lothian,4,41,,,,,,,0,,2,,0.219180484,,7,,,:,,:,7,0,4,41,0,0,0,0,103,103,0,,,,
20200318,S08000032,NHS Lanarkshire,7,40,,,,,,,0,,1,,0.15106653,,8,,,:,,:,8,0,7,40,0,0,0,0,99,99,0,,,,
20200318,S08000022,NHS Highland,1,8,,,,,,,0,,0,,0,,2,,,:,,:,2,0,1,8,0,0,0,0,34,34,0,,,,
20200318,S08000031,NHS Greater Glasgow and Clyde,7,77,,,,,,,0,,2,,0.168742196,,11,,,:,,:,11,0,7,77,0,0,0,0,227,227,0,,,,
20200318,S08000020,NHS Grampian,1,20,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,20,0,0,0,0,31,31,0,,,,
20200318,S08000019,NHS Forth Valley,6,27,,,,,,,0,,0,,0,,8,,,:,,:,8,0,6,27,0,0,0,0,69,69,0,,,,
20200318,S08000029,NHS Fife,2,14,,,,,,,0,,0,,0,,3,,,:,,:,3,0,2,14,0,0,0,0,32,32,0,,,,
20200318,S08000017,NHS Dumfries and Galloway,3,9,,,,,,,0,,0,,0,,6,,,:,,:,6,0,3,9,0,0,0,0,148,148,0,,,,
20200318,S08000016,NHS Borders,2,7,,,,,,,0,,0,,0,,2,,,:,,:,2,0,2,7,0,0,0,0,24,24,0,,,,
